facility_code,reporting_month,item_category,opening_stock,received_quantity,outgoing_quantity,documented_internal_use,documented_waste,closing_stock,unit,inventory_status,year,month
FCL-1027,2020-04-01,protective_equipment,24.3,8.14,0.0,0.41,0.5,32.69,case,closed,2020,4
FCL-1027,2020-06-01,protective_equipment,32.69,0.0,6.56,4.04,0.82,24.87,case,closed,2020,6
FCL-1027,2021-03-01,protective_equipment,24.87,6.14,8.63,1.08,0.8,19.78,case,closed,2021,3
FCL-1027,2021-05-01,protective_equipment,19.78,0.0,0.0,2.07,0.18,17.11,case,closed,2021,5
FCL-1027,2022-02-01,protective_equipment,17.11,0.0,0.0,1.91,0.65,12.43,case,closed,2022,2
FCL-1027,2022-10-01,protective_equipment,12.43,0.0,0.0,0.04,0.33,11.43,case,closed,2022,10
FCL-1027,2023-09-01,protective_equipment,11.43,6.31,2.4,0.68,0.44,13.27,case,closed,2023,9
FCL-1027,2023-11-01,protective_equipment,13.27,5.21,3.89,1.02,0.4,13.68,case,closed,2023,11
FCL-1027,2024-03-01,protective_equipment,13.68,0.0,3.58,1.69,0.56,8.37,case,closed,2024,3
FCL-1027,2024-05-01,protective_equipment,8.37,7.93,0.0,0.97,0.35,17.42,case,closed,2024,5
FCL-1027,2024-08-01,protective_equipment,17.42,6.54,5.89,1.93,0.18,15.12,case,closed,2024,8
FCL-1027,2025-04-01,protective_equipment,15.12,3.3,0.0,0.84,0.72,18.52,case,closed,2025,4
FCL-1027,2025-06-01,protective_equipment,18.52,10.17,3.88,0.02,0.41,21.81,case,closed,2025,6
