orchard_survey_id,site_code,survey_period,orchard_area_ha,durian_flower_density,fruit_set_rate_pct,durian_yield_kg,other_pollinator_activity,fertilizer_use_index,irrigation_level,agricultural_disturbance_note
ORC-0000521,AVL-ECJ,2023-05-01,60.9,100.0,65.0,84195.7,57.3,49.7,50.4,
ORC-0000522,AVL-ECJ,2023-06-01,60.9,85.9,61.7,73480.7,52.2,40.6,40.3,
ORC-0000523,AVL-ECJ,2023-07-01,60.9,64.7,53.7,63424.3,67.9,34.1,50.3,
ORC-0000524,AVL-ECJ,2023-08-01,60.9,53.7,44.1,64177.6,63.4,32.1,33.9,
ORC-0000525,AVL-ECJ,2023-09-01,60.9,57.7,46.3,56019.7,74.2,31.7,43.3,
ORC-0000526,AVL-ECJ,2023-10-01,60.9,50.6,65.9,89801.9,59.3,49.8,33.0,
ORC-0000527,AVL-ECJ,2023-11-01,60.9,49.4,48.4,62322.2,57.8,41.3,41.5,
ORC-0000528,AVL-ECJ,2023-12-01,60.9,56.3,52.2,64945.7,46.7,34.2,48.2,
ORC-0000529,AVL-ECJ,2024-01-01,60.9,35.4,48.1,58841.3,59.2,50.9,34.4,
ORC-0000530,AVL-ECJ,2024-02-01,60.9,27.9,41.4,56383.2,48.3,35.7,51.9,
ORC-0000531,AVL-ECJ,2024-03-01,60.9,72.9,54.1,65242.9,49.8,37.6,26.5,
ORC-0000532,AVL-ECJ,2024-04-01,60.9,80.9,76.5,94611.0,74.0,38.3,55.6,
ORC-0000533,AVL-ECJ,2024-05-01,60.9,100.0,57.9,73451.1,54.5,37.2,56.5,
ORC-0000534,AVL-ECJ,2024-06-01,60.9,100.0,71.1,82157.0,73.6,30.4,28.7,
ORC-0000535,AVL-ECJ,2024-07-01,60.9,77.5,55.2,64987.9,48.2,30.2,37.6,
ORC-0000536,AVL-ECJ,2024-08-01,60.9,63.2,50.0,59055.1,66.5,37.5,36.5,
ORC-0000537,AVL-ECJ,2024-09-01,60.9,58.5,51.0,60143.7,65.9,43.8,45.7,
ORC-0000538,AVL-ECJ,2024-10-01,60.9,52.0,59.3,67537.6,75.1,31.3,21.2,
ORC-0000539,AVL-ECJ,2024-11-01,60.9,56.3,51.4,58998.5,71.2,38.4,41.6,
ORC-0000540,AVL-ECJ,2024-12-01,60.9,41.1,46.4,62800.7,53.2,31.0,37.1,
ORC-0000541,AVL-ECJ,2025-01-01,60.9,46.5,47.8,58324.2,72.7,36.5,32.3,
ORC-0000542,AVL-ECJ,2025-02-01,60.9,27.4,60.2,63216.3,65.6,42.5,65.6,
ORC-0000543,AVL-ECJ,2025-03-01,60.9,65.1,48.3,55394.9,61.1,24.2,41.0,
ORC-0000544,AVL-ECJ,2025-04-01,60.9,100.0,50.8,60824.7,51.6,41.7,37.5,
ORC-0000545,AVL-ECJ,2025-05-01,60.9,100.0,68.8,83222.6,75.3,38.6,62.8,
ORC-0000546,AVL-ECJ,2025-06-01,60.9,88.7,50.5,66204.9,63.6,41.9,28.8,
ORC-0000547,AVL-RBC,2019-01-01,59.2,40.3,39.0,42999.2,52.6,29.1,38.7,
ORC-0000548,AVL-RBC,2019-02-01,59.2,39.7,33.9,42405.1,49.4,46.9,31.3,
ORC-0000549,AVL-RBC,2019-03-01,59.2,48.4,59.4,66744.2,64.2,47.7,73.8,
ORC-0000550,AVL-RBC,2019-04-01,59.2,96.0,72.3,83326.0,58.7,31.1,35.4,
ORC-0000551,AVL-RBC,2019-05-01,59.2,99.6,62.0,77056.7,51.3,24.4,43.8,
ORC-0000552,AVL-RBC,2019-06-01,59.2,88.1,62.4,68894.5,67.6,57.7,56.5,
ORC-0000553,AVL-RBC,2019-07-01,59.2,85.1,58.7,68188.5,56.4,32.2,36.0,
ORC-0000554,AVL-RBC,2019-08-01,59.2,38.9,37.3,35632.8,61.1,37.3,37.2,
ORC-0000555,AVL-RBC,2019-09-01,59.2,47.4,46.6,52844.4,65.7,35.0,35.8,
ORC-0000556,AVL-RBC,2019-10-01,59.2,57.2,45.9,54986.4,49.6,38.2,33.1,
ORC-0000557,AVL-RBC,2019-11-01,59.2,47.2,42.0,60668.4,59.1,32.2,41.7,
ORC-0000558,AVL-RBC,2019-12-01,59.2,36.7,34.8,38356.5,55.7,65.5,38.8,
ORC-0000559,AVL-RBC,2020-01-01,59.2,27.8,43.0,50080.2,44.1,36.8,31.6,
ORC-0000560,AVL-RBC,2020-02-01,59.2,39.3,46.9,53018.9,53.5,34.9,32.8,
ORC-0000561,AVL-RBC,2020-03-01,59.2,49.9,52.0,65579.8,52.4,37.2,72.6,
ORC-0000562,AVL-RBC,2020-04-01,59.2,73.0,71.6,92396.9,86.0,24.3,69.7,
ORC-0000563,AVL-RBC,2020-05-01,59.2,95.1,65.9,65981.7,59.4,49.3,34.6,
ORC-0000564,AVL-RBC,2020-06-01,59.2,95.5,60.0,68359.3,59.3,43.1,24.8,
ORC-0000565,AVL-RBC,2020-07-01,59.2,76.4,59.6,68787.8,64.2,26.7,52.5,
ORC-0000566,AVL-RBC,2020-08-01,59.2,55.3,45.4,55475.6,55.5,34.0,33.2,
ORC-0000567,AVL-RBC,2020-09-01,59.2,44.1,43.4,52915.9,57.7,36.6,42.1,
ORC-0000568,AVL-RBC,2020-10-01,59.2,49.5,42.8,53876.7,45.8,18.0,31.5,
ORC-0000569,AVL-RBC,2020-11-01,59.2,52.3,40.7,47946.9,63.1,36.5,34.1,
ORC-0000570,AVL-RBC,2020-12-01,59.2,45.3,45.9,48518.6,49.8,42.4,34.1,
ORC-0000571,AVL-RBC,2021-01-01,59.2,44.2,54.2,55315.1,59.4,58.7,39.4,
ORC-0000572,AVL-RBC,2021-02-01,59.2,25.5,38.2,44989.5,50.0,19.3,72.0,
ORC-0000573,AVL-RBC,2021-03-01,59.2,53.3,57.3,63556.6,63.0,33.8,43.2,
ORC-0000574,AVL-RBC,2021-04-01,59.2,81.1,54.2,60358.6,63.8,34.0,32.9,
ORC-0000575,AVL-RBC,2021-05-01,59.2,94.2,57.7,72141.2,68.0,34.4,46.2,
ORC-0000576,AVL-RBC,2021-06-01,59.2,96.0,58.4,61964.1,50.2,39.8,38.1,
ORC-0000577,AVL-RBC,2021-07-01,59.2,80.6,59.2,75571.7,60.4,27.1,52.7,
ORC-0000578,AVL-RBC,2021-08-01,59.2,59.2,53.8,63491.0,46.6,26.0,32.3,
ORC-0000579,AVL-RBC,2021-09-01,59.2,55.0,54.6,57378.8,70.2,32.5,43.1,
ORC-0000580,AVL-RBC,2021-10-01,59.2,47.7,44.3,57543.7,60.1,52.5,57.7,
ORC-0000581,AVL-RBC,2021-11-01,59.2,41.7,45.6,55038.9,46.5,22.8,27.6,
ORC-0000582,AVL-RBC,2021-12-01,59.2,47.4,45.7,56055.4,66.9,27.4,42.1,
ORC-0000583,AVL-RBC,2022-01-01,59.2,27.0,42.5,51494.0,62.4,52.6,39.3,
ORC-0000584,AVL-RBC,2022-02-01,59.2,39.0,51.8,61502.9,66.3,43.4,35.1,
ORC-0000585,AVL-RBC,2022-03-01,59.2,57.7,51.6,63062.2,65.0,42.2,53.6,
ORC-0000586,AVL-RBC,2022-04-01,59.2,70.9,50.5,60980.2,37.5,37.6,64.3,
ORC-0000587,AVL-RBC,2022-05-01,59.2,94.6,52.5,58838.5,60.3,55.5,44.8,
ORC-0000588,AVL-RBC,2022-06-01,59.2,88.4,63.8,80986.4,60.2,48.5,32.9,
ORC-0000589,AVL-RBC,2022-07-01,59.2,71.1,51.4,64426.1,67.0,25.2,45.4,
ORC-0000590,AVL-RBC,2022-08-01,59.2,54.4,60.6,66622.9,61.6,53.3,23.2,
ORC-0000591,AVL-RBC,2022-09-01,59.2,51.2,40.0,44153.2,56.4,38.1,22.7,
ORC-0000592,AVL-RBC,2022-10-01,59.2,60.9,47.9,56470.4,51.4,32.2,47.5,
ORC-0000593,AVL-RBC,2022-11-01,59.2,55.9,53.8,66858.2,65.6,29.4,37.0,
ORC-0000594,AVL-RBC,2022-12-01,59.2,49.2,49.9,46821.5,66.9,55.0,23.4,
ORC-0000595,AVL-RBC,2023-01-01,59.2,42.6,43.4,59817.9,58.3,30.1,53.0,
ORC-0000596,AVL-RBC,2023-02-01,59.2,32.3,43.2,54182.7,59.7,54.2,34.5,
ORC-0000597,AVL-RBC,2023-03-01,59.2,61.1,51.5,63318.4,47.7,54.2,41.3,
ORC-0000598,AVL-RBC,2023-04-01,59.2,81.3,52.9,69225.5,54.3,32.3,56.8,
ORC-0000599,AVL-RBC,2023-05-01,59.2,84.8,59.2,61051.6,59.6,28.0,60.0,
ORC-0000600,AVL-RBC,2023-06-01,59.2,85.0,51.3,60431.8,46.8,23.5,47.6,
ORC-0000601,AVL-RBC,2023-07-01,59.2,70.0,60.0,67026.5,60.5,38.5,20.8,
ORC-0000602,AVL-RBC,2023-08-01,59.2,44.5,45.7,59841.5,63.8,21.8,57.1,
ORC-0000603,AVL-RBC,2023-09-01,59.2,59.4,58.9,65838.1,77.9,31.2,46.2,
ORC-0000604,AVL-RBC,2023-10-01,59.2,47.3,42.0,43690.8,53.0,36.3,26.4,
ORC-0000605,AVL-RBC,2023-11-01,59.2,59.9,46.1,51003.3,61.0,35.8,34.3,
ORC-0000606,AVL-RBC,2023-12-01,59.2,36.9,43.9,49968.7,58.0,57.8,33.6,
ORC-0000607,AVL-RBC,2024-01-01,59.2,34.4,50.4,65932.7,63.2,35.0,45.0,
ORC-0000608,AVL-RBC,2024-02-01,59.2,22.9,39.3,41583.9,48.3,35.9,46.5,
ORC-0000609,AVL-RBC,2024-03-01,59.2,71.8,50.4,63050.2,47.1,28.5,58.9,
ORC-0000610,AVL-RBC,2024-04-01,59.2,84.4,63.0,80561.3,59.3,34.8,48.1,
ORC-0000611,AVL-RBC,2024-05-01,59.2,100.0,69.1,87525.4,67.8,34.2,48.3,
ORC-0000612,AVL-RBC,2024-06-01,59.2,100.0,66.5,68443.3,54.3,35.2,28.6,
ORC-0000613,AVL-RBC,2024-07-01,59.2,65.8,48.9,56777.5,44.0,60.3,36.1,
ORC-0000614,AVL-RBC,2024-08-01,59.2,44.1,49.8,57236.5,61.2,50.1,52.9,
ORC-0000615,AVL-RBC,2024-09-01,59.2,67.5,60.6,67927.8,55.7,21.4,44.3,
ORC-0000616,AVL-RBC,2024-10-01,59.2,50.9,49.0,56041.0,44.9,14.7,43.1,
ORC-0000617,AVL-RBC,2024-11-01,59.2,50.1,55.2,67829.8,57.8,49.3,53.3,
ORC-0000618,AVL-RBC,2024-12-01,59.2,34.8,49.7,61456.2,61.6,45.3,45.5,
ORC-0000619,AVL-RBC,2025-01-01,59.2,28.9,45.2,55459.3,44.3,27.9,49.0,
ORC-0000620,AVL-RBC,2025-02-01,59.2,25.1,46.6,66357.5,60.2,22.7,54.1,
ORC-0000621,AVL-RBC,2025-03-01,59.2,63.2,54.7,65524.4,61.1,53.9,50.4,
ORC-0000622,AVL-RBC,2025-04-01,59.2,74.7,52.9,66227.2,62.1,38.2,34.3,
ORC-0000623,AVL-RBC,2025-05-01,59.2,91.2,62.3,62529.5,61.8,49.1,23.7,
ORC-0000624,AVL-RBC,2025-06-01,59.2,73.4,62.5,68351.1,61.6,38.4,34.1,
ORC-0000625,AVL-KAR,2019-01-01,84.7,37.8,41.0,66293.8,49.0,45.3,53.6,
ORC-0000626,AVL-KAR,2019-02-01,84.7,29.2,43.6,74633.4,55.3,48.0,43.3,
ORC-0000627,AVL-KAR,2019-03-01,84.7,55.6,43.5,66274.4,54.9,34.2,48.9,
ORC-0000628,AVL-KAR,2019-04-01,84.7,100.0,66.3,106433.5,66.8,21.5,32.9,
ORC-0000629,AVL-KAR,2019-05-01,84.7,97.3,68.7,116627.0,63.9,29.7,39.0,
ORC-0000630,AVL-KAR,2019-06-01,84.7,90.6,48.0,83975.8,48.8,34.3,35.5,
ORC-0000631,AVL-KAR,2019-07-01,84.7,86.5,57.0,99557.5,57.7,41.9,36.5,
ORC-0000632,AVL-KAR,2019-08-01,84.7,46.2,45.1,82297.3,56.1,46.9,45.1,
ORC-0000633,AVL-KAR,2019-09-01,84.7,59.2,44.0,71101.4,46.9,21.5,25.2,
ORC-0000634,AVL-KAR,2019-10-01,84.7,57.3,59.3,93593.8,61.7,38.0,35.8,
ORC-0000635,AVL-KAR,2019-11-01,84.7,51.9,57.6,101938.0,52.3,34.4,46.2,
ORC-0000636,AVL-KAR,2019-12-01,84.7,48.4,39.9,51171.9,57.9,35.5,41.6,
ORC-0000637,AVL-KAR,2020-01-01,84.7,40.8,50.2,77384.3,75.0,36.3,45.8,
ORC-0000638,AVL-KAR,2020-02-01,84.7,34.1,38.2,61069.8,62.3,35.9,46.8,
ORC-0000639,AVL-KAR,2020-03-01,84.7,54.6,47.1,83463.5,50.4,52.7,57.5,
ORC-0000640,AVL-KAR,2020-04-01,84.7,75.2,61.9,107848.0,62.8,37.3,48.6,
ORC-0000641,AVL-KAR,2020-05-01,84.7,100.0,70.5,118638.7,51.1,41.9,42.0,
ORC-0000642,AVL-KAR,2020-06-01,84.7,92.4,52.3,91348.1,65.0,27.6,39.4,
ORC-0000643,AVL-KAR,2020-07-01,84.7,66.1,52.0,87485.4,49.7,53.0,32.6,
ORC-0000644,AVL-KAR,2020-08-01,84.7,56.5,46.2,74418.3,55.3,45.0,29.9,
ORC-0000645,AVL-KAR,2020-09-01,84.7,53.5,58.6,97190.9,62.3,25.4,38.0,
ORC-0000646,AVL-KAR,2020-10-01,84.7,55.5,49.8,83763.8,57.0,32.8,47.7,
ORC-0000647,AVL-KAR,2020-11-01,84.7,56.4,52.6,102367.2,50.4,45.8,44.3,
ORC-0000648,AVL-KAR,2020-12-01,84.7,30.0,41.0,63808.1,53.6,22.0,41.6,
ORC-0000649,AVL-KAR,2021-01-01,84.7,29.2,51.2,85936.6,67.1,39.7,39.3,
ORC-0000650,AVL-KAR,2021-02-01,84.7,23.0,37.4,70294.5,59.3,39.6,56.0,
ORC-0000651,AVL-KAR,2021-03-01,84.7,74.1,44.3,72100.9,52.4,48.4,40.0,
ORC-0000652,AVL-KAR,2021-04-01,84.7,88.2,63.6,94767.9,47.3,39.7,38.3,
ORC-0000653,AVL-KAR,2021-05-01,84.7,92.4,56.1,99826.5,52.5,32.4,33.2,
ORC-0000654,AVL-KAR,2021-06-01,84.7,94.5,56.4,91780.3,51.0,43.3,42.6,
ORC-0000655,AVL-KAR,2021-07-01,84.7,77.6,69.9,116624.0,60.6,56.7,45.9,
ORC-0000656,AVL-KAR,2021-08-01,84.7,51.2,47.7,88576.6,53.4,48.1,54.3,
ORC-0000657,AVL-KAR,2021-09-01,84.7,44.6,43.1,70374.5,52.3,27.6,38.4,
ORC-0000658,AVL-KAR,2021-10-01,84.7,57.7,52.6,99192.9,62.8,49.0,57.9,
ORC-0000659,AVL-KAR,2021-11-01,84.7,54.9,56.0,103620.0,74.3,22.6,41.0,
ORC-0000660,AVL-KAR,2021-12-01,84.7,39.0,38.3,63876.9,46.7,29.7,35.1,
ORC-0000661,AVL-KAR,2022-01-01,84.7,38.6,43.0,73025.9,64.1,38.6,36.9,
ORC-0000662,AVL-KAR,2022-02-01,84.7,22.8,39.0,63407.7,47.3,58.4,46.8,
ORC-0000663,AVL-KAR,2022-03-01,84.7,65.8,56.4,79070.8,41.5,40.7,43.8,
ORC-0000664,AVL-KAR,2022-04-01,84.7,85.9,53.5,93686.6,63.8,38.3,51.1,
ORC-0000665,AVL-KAR,2022-05-01,84.7,91.8,48.8,85684.1,56.6,51.4,43.5,
ORC-0000666,AVL-KAR,2022-06-01,84.7,99.4,68.3,112934.7,63.5,33.7,27.5,
ORC-0000667,AVL-KAR,2022-07-01,84.7,63.9,61.7,110274.4,66.4,51.8,49.9,
ORC-0000668,AVL-KAR,2022-08-01,84.7,50.6,51.6,85433.8,51.4,23.7,41.1,
ORC-0000669,AVL-KAR,2022-09-01,84.7,60.3,46.8,81828.8,54.8,32.2,45.9,
ORC-0000670,AVL-KAR,2022-10-01,84.7,55.7,57.3,99737.8,71.5,42.4,35.9,
ORC-0000671,AVL-KAR,2022-11-01,84.7,49.3,48.1,77545.7,41.7,33.3,34.9,
ORC-0000672,AVL-KAR,2022-12-01,84.7,46.6,53.4,88678.7,55.1,27.8,29.9,
ORC-0000673,AVL-KAR,2023-01-01,84.7,30.9,45.6,73613.2,49.3,48.6,38.5,
ORC-0000674,AVL-KAR,2023-02-01,84.7,40.6,42.1,81459.9,52.4,39.1,38.4,
ORC-0000675,AVL-KAR,2023-03-01,84.7,62.9,48.3,76218.8,50.0,28.1,58.3,
ORC-0000676,AVL-KAR,2023-04-01,84.7,91.5,46.9,66492.1,41.2,21.6,40.2,
ORC-0000677,AVL-KAR,2023-05-01,84.7,86.7,53.8,89440.3,56.7,50.5,34.5,
ORC-0000678,AVL-KAR,2023-06-01,84.7,100.0,63.7,115353.0,44.3,32.0,43.5,
ORC-0000679,AVL-KAR,2023-07-01,84.7,78.2,56.7,86479.6,60.8,26.8,36.4,
ORC-0000680,AVL-KAR,2023-08-01,84.7,51.8,43.9,83467.7,48.7,20.5,36.6,
ORC-0000681,AVL-KAR,2023-09-01,84.7,50.1,57.5,102416.8,64.5,44.7,29.2,
ORC-0000682,AVL-KAR,2023-10-01,84.7,47.3,39.5,65546.4,45.7,24.1,50.7,
ORC-0000683,AVL-KAR,2023-11-01,84.7,40.8,54.0,83789.1,57.4,33.4,23.9,
ORC-0000684,AVL-KAR,2023-12-01,84.7,39.9,43.5,70209.4,55.8,47.6,27.0,
ORC-0000685,AVL-KAR,2024-01-01,84.7,46.8,46.1,80430.1,49.3,39.0,31.7,
ORC-0000686,AVL-KAR,2024-02-01,84.7,30.8,42.8,73039.5,51.0,31.1,58.3,
ORC-0000687,AVL-KAR,2024-03-01,84.7,79.2,51.3,88307.6,56.8,32.2,39.2,
ORC-0000688,AVL-KAR,2024-04-01,84.7,83.2,58.4,93454.5,75.0,57.8,51.5,
ORC-0000689,AVL-KAR,2024-05-01,84.7,94.9,53.7,73079.5,54.3,50.0,49.4,
ORC-0000690,AVL-KAR,2024-06-01,84.7,89.5,60.3,102698.4,52.5,36.1,29.4,
ORC-0000691,AVL-KAR,2024-07-01,84.7,84.0,58.1,98661.3,54.7,31.2,41.4,
ORC-0000692,AVL-KAR,2024-08-01,84.7,43.7,45.8,87853.9,46.5,25.7,34.6,
ORC-0000693,AVL-KAR,2024-09-01,84.7,63.8,51.2,85102.5,56.9,36.7,44.6,
ORC-0000694,AVL-KAR,2024-10-01,84.7,44.9,46.4,75586.6,49.1,35.9,43.6,
ORC-0000695,AVL-KAR,2024-11-01,84.7,48.5,44.1,81289.0,51.3,38.7,40.2,
ORC-0000696,AVL-KAR,2024-12-01,84.7,37.6,46.0,76736.7,54.0,59.4,49.8,
ORC-0000697,AVL-KAR,2025-01-01,84.7,37.3,40.8,72821.6,52.7,20.1,37.7,
ORC-0000698,AVL-KAR,2025-02-01,84.7,17.0,42.5,64232.5,49.8,35.0,56.5,
ORC-0000699,AVL-KAR,2025-03-01,84.7,52.6,51.3,93831.3,53.1,41.3,44.6,
ORC-0000700,AVL-KAR,2025-04-01,84.7,84.7,51.4,80494.3,45.5,56.9,38.3,
ORC-0000701,AVL-KAR,2025-05-01,84.7,100.0,56.1,90384.7,44.8,47.0,39.6,
ORC-0000702,AVL-KAR,2025-06-01,84.7,84.1,50.2,94637.1,58.5,47.8,35.3,
ORC-0000703,AVL-YAU,2019-01-01,6.0,42.2,46.1,5409.4,55.5,21.7,42.8,
ORC-0000704,AVL-YAU,2019-02-01,6.0,31.0,45.6,4946.5,60.6,41.2,39.0,
ORC-0000705,AVL-YAU,2019-03-01,6.0,51.8,54.8,5878.2,67.3,29.9,52.3,
ORC-0000706,AVL-YAU,2019-04-01,6.0,100.0,58.2,6943.8,52.6,30.2,30.4,
ORC-0000707,AVL-YAU,2019-05-01,6.0,92.2,56.6,6848.7,54.1,36.2,30.8,
ORC-0000708,AVL-YAU,2019-06-01,6.0,75.7,57.6,7174.9,61.9,47.8,48.8,
ORC-0000709,AVL-YAU,2019-07-01,6.0,91.4,59.7,7274.1,69.7,50.1,27.8,
ORC-0000710,AVL-YAU,2019-08-01,6.0,58.0,50.9,5853.8,52.4,28.2,34.1,
ORC-0000711,AVL-YAU,2019-09-01,6.0,57.1,47.7,5758.5,55.6,33.9,33.8,
ORC-0000712,AVL-YAU,2019-10-01,6.0,43.1,42.1,4097.9,42.7,33.3,34.7,
ORC-0000713,AVL-YAU,2019-11-01,6.0,36.9,53.9,6361.3,58.9,30.5,28.3,
ORC-0000714,AVL-YAU,2019-12-01,6.0,46.2,49.9,6000.3,57.2,41.7,55.4,
ORC-0000715,AVL-YAU,2020-01-01,6.0,52.9,63.5,7772.7,70.5,43.4,32.9,
ORC-0000716,AVL-YAU,2020-02-01,6.0,46.5,39.3,4481.1,61.8,50.2,39.0,
ORC-0000717,AVL-YAU,2020-03-01,6.0,61.8,56.1,6690.4,71.5,21.1,31.3,
ORC-0000718,AVL-YAU,2020-04-01,6.0,95.4,57.3,6720.2,49.3,46.5,57.5,
ORC-0000719,AVL-YAU,2020-05-01,6.0,87.3,59.5,6981.0,63.6,25.9,40.1,
ORC-0000720,AVL-YAU,2020-06-01,6.0,100.0,62.5,7928.4,70.4,31.0,44.1,
ORC-0000721,AVL-YAU,2020-07-01,6.0,80.6,52.3,5806.9,63.5,35.2,19.1,
ORC-0000722,AVL-YAU,2020-08-01,6.0,56.3,45.3,5192.8,51.0,36.4,41.0,
ORC-0000723,AVL-YAU,2020-09-01,6.0,48.9,49.1,6266.1,66.7,39.7,36.0,
ORC-0000724,AVL-YAU,2020-10-01,6.0,50.8,42.5,5220.9,52.4,39.7,39.4,
ORC-0000725,AVL-YAU,2020-11-01,6.0,56.0,56.5,6170.5,62.7,33.6,52.0,
ORC-0000726,AVL-YAU,2020-12-01,6.0,52.8,55.5,7111.5,58.9,43.3,29.7,
ORC-0000727,AVL-YAU,2021-01-01,6.0,43.0,38.8,4794.3,42.8,32.1,38.0,
ORC-0000728,AVL-YAU,2021-02-01,6.0,34.4,43.9,4973.0,56.8,32.3,32.2,
ORC-0000729,AVL-YAU,2021-03-01,6.0,67.4,49.9,5680.4,66.0,48.0,34.7,
ORC-0000730,AVL-YAU,2021-04-01,6.0,82.1,52.7,6094.7,57.9,31.4,57.0,
ORC-0000731,AVL-YAU,2021-05-01,6.0,100.0,71.1,8576.4,57.4,42.7,46.7,
ORC-0000732,AVL-YAU,2021-06-01,6.0,92.6,63.9,7527.2,57.8,31.1,48.5,
ORC-0000733,AVL-YAU,2021-07-01,6.0,72.1,51.3,5292.7,56.1,38.1,37.2,
ORC-0000734,AVL-YAU,2021-08-01,6.0,60.0,54.6,6576.6,64.8,34.4,37.9,
ORC-0000735,AVL-YAU,2021-09-01,6.0,53.1,45.9,5094.7,58.3,38.0,30.5,
ORC-0000736,AVL-YAU,2021-10-01,6.0,51.5,50.7,5567.4,54.2,40.3,46.0,
ORC-0000737,AVL-YAU,2021-11-01,6.0,46.3,41.2,4531.6,48.4,50.1,33.3,
ORC-0000738,AVL-YAU,2021-12-01,6.0,45.5,54.7,6826.6,68.8,30.2,39.2,
ORC-0000739,AVL-YAU,2022-01-01,6.0,41.6,53.9,6713.6,60.5,9.7,41.7,
ORC-0000740,AVL-YAU,2022-02-01,6.0,41.6,51.3,6258.8,63.3,51.6,49.2,
ORC-0000741,AVL-YAU,2022-03-01,6.0,71.9,61.5,6950.9,71.4,21.5,43.1,
ORC-0000742,AVL-YAU,2022-04-01,6.0,79.3,51.8,5703.0,57.3,34.6,38.1,
ORC-0000743,AVL-YAU,2022-05-01,6.0,83.1,61.3,6542.9,55.5,30.1,43.1,
ORC-0000744,AVL-YAU,2022-06-01,6.0,91.3,70.8,8363.5,71.7,38.7,28.9,
ORC-0000745,AVL-YAU,2022-07-01,6.0,78.5,60.0,6819.3,64.0,39.5,35.4,
ORC-0000746,AVL-YAU,2022-08-01,6.0,57.7,57.6,6721.4,66.9,14.4,38.7,
ORC-0000747,AVL-YAU,2022-09-01,6.0,46.4,56.4,7485.7,67.5,37.0,42.7,
ORC-0000748,AVL-YAU,2022-10-01,6.0,64.4,59.5,6720.3,58.3,42.6,40.8,
ORC-0000749,AVL-YAU,2022-11-01,6.0,47.5,63.7,7417.2,65.6,38.9,22.3,
ORC-0000750,AVL-YAU,2022-12-01,6.0,35.0,53.3,5565.5,61.4,61.3,47.3,
ORC-0000751,AVL-YAU,2023-01-01,6.0,39.8,61.6,7581.9,80.5,43.3,33.7,
ORC-0000752,AVL-YAU,2023-02-01,6.0,18.3,39.7,4588.4,54.6,29.3,50.7,
ORC-0000753,AVL-YAU,2023-03-01,6.0,62.9,55.4,6819.7,45.1,43.1,34.2,
ORC-0000754,AVL-YAU,2023-04-01,6.0,84.7,66.4,7589.4,62.0,36.4,27.8,
ORC-0000755,AVL-YAU,2023-05-01,6.0,93.6,70.7,9030.1,73.8,42.5,39.9,
ORC-0000756,AVL-YAU,2023-06-01,6.0,100.0,58.5,5890.6,76.6,31.5,40.5,
ORC-0000757,AVL-YAU,2023-07-01,6.0,79.4,53.4,6449.4,53.9,37.9,41.1,
ORC-0000758,AVL-YAU,2023-08-01,6.0,63.3,49.0,6155.3,53.5,28.9,52.1,
ORC-0000759,AVL-YAU,2023-09-01,6.0,57.6,44.3,5302.4,50.7,38.5,52.2,storm-related flower loss
ORC-0000760,AVL-YAU,2023-10-01,6.0,51.7,52.7,5884.5,59.2,43.0,37.1,
ORC-0000761,AVL-YAU,2023-11-01,6.0,45.6,47.9,5283.0,56.4,50.1,54.5,
ORC-0000762,AVL-YAU,2023-12-01,6.0,46.2,49.2,4824.4,59.6,33.2,29.4,
ORC-0000763,AVL-YAU,2024-01-01,6.0,26.0,44.7,5398.0,64.3,39.2,48.9,
ORC-0000764,AVL-YAU,2024-02-01,6.0,27.9,44.3,4859.9,70.3,60.7,50.8,
ORC-0000765,AVL-YAU,2024-03-01,6.0,70.2,65.1,7641.7,61.4,25.5,56.9,
ORC-0000766,AVL-YAU,2024-04-01,6.0,100.0,71.9,8667.1,60.7,44.2,35.2,
ORC-0000767,AVL-YAU,2024-05-01,6.0,100.0,54.9,6129.4,47.0,61.5,39.9,
ORC-0000768,AVL-YAU,2024-06-01,6.0,89.4,52.8,6070.7,55.0,36.0,28.5,
ORC-0000769,AVL-YAU,2024-07-01,6.0,74.3,63.9,8227.0,60.1,53.6,47.9,
ORC-0000770,AVL-YAU,2024-08-01,6.0,69.2,46.5,5338.1,61.3,42.2,45.4,
ORC-0000771,AVL-YAU,2024-09-01,6.0,61.6,51.4,6269.6,52.5,39.4,36.2,
ORC-0000772,AVL-YAU,2024-10-01,6.0,52.6,52.4,6245.2,77.0,47.1,29.0,
ORC-0000773,AVL-YAU,2024-11-01,6.0,49.8,50.7,5992.1,53.7,55.3,42.2,
ORC-0000774,AVL-YAU,2024-12-01,6.0,40.2,42.5,4297.7,43.6,47.0,49.0,
ORC-0000775,AVL-YAU,2025-01-01,6.0,48.7,38.6,3971.3,63.1,45.5,24.9,
ORC-0000776,AVL-YAU,2025-02-01,6.0,24.9,42.3,5244.4,56.3,26.9,32.3,
ORC-0000777,AVL-YAU,2025-03-01,6.0,64.6,64.0,7850.9,67.8,28.9,37.2,
ORC-0000778,AVL-YAU,2025-04-01,6.0,95.2,61.9,7958.0,48.2,54.1,33.7,
ORC-0000779,AVL-YAU,2025-05-01,6.0,99.6,68.3,8051.8,64.7,40.9,35.2,
ORC-0000780,AVL-YAU,2025-06-01,6.0,99.9,61.2,8038.6,46.0,22.6,34.4,
ORC-0000781,AVL-HUA,2019-01-01,47.7,42.8,42.2,34407.4,54.3,35.1,35.5,
